NUM_ACTIVO_HAYA|NUM_OFERTA_REM|FECHA_INGRE_CHEQUE_REM|PRINEX_FECHA_CONTABLE_VENTA
6346247|69663310||14/09/2017
6346254|69280653||26/07/2017
6346255|64415982||17/04/2017
6346258|68126716||21/07/2017
6346262|62947427||11/05/2017
6346266|69111523||08/08/2017
6346269|70310229||22/09/2017
6346273|71655055||13/12/2017
6346282|70340330||11/10/2017
6346287|69249826||16/08/2017
6346293|60476788||23/01/2017
6346301|90000846||20/11/2017
6346306|69663310||14/09/2017
6346314|71318399||10/11/2017
6346318|60481160||24/01/2017
6346323|61566321||21/02/2017
6346328|70303410||17/10/2017
6346330|69662876||13/09/2017
6346332|69111523||08/08/2017
6346336|65899242||09/06/2017
6346338|68885134||14/08/2017
6346341|60481160||24/01/2017
6346356|71699835||08/11/2017
6346357|68114609||25/07/2017
6346362|90000846||20/11/2017
6346363|66218359||14/08/2017
6346367|64788122||22/05/2017
6346369|71222566||16/11/2017
6346373|70486013||26/09/2017
6346385|71330328||13/11/2017
6346388|70568635||26/09/2017
6346394|66645592||16/06/2017
6346419|70310229||22/09/2017
6346420|70574883||18/09/2017
6346430|70340330||11/10/2017
6346435|71318399||10/11/2017
6346437|71412698||18/10/2017
6346439|60593183||25/01/2017
6346445|68703687||24/07/2017
6346460|90001402||13/12/2017
6346462|66552495||18/07/2017
6346464|67705627||16/10/2017
6346469|70669560||11/10/2017
6346478|69425531||10/10/2017
6346480|71222566||16/11/2017
6346489|58872705||23/11/2016
6346494|60724977||16/12/2016
6346497|64415982||17/04/2017
6346498|68114609||25/07/2017
6346499|69111523||08/08/2017
6346508|65898320||09/06/2017
6346516|60476788||23/01/2017
6346517|60624710||16/10/2017
6346520|69425531||10/10/2017
6353939|66027432||24/07/2017
6353947|60890282||20/06/2017
6353950|68990501||10/10/2017
6353951|67987448||21/08/2017
6353974|63737710||26/01/2017
6354019|61872063||14/03/2017
6354024|65701661||22/06/2017
6354033|65050033||07/06/2017
6354091|64142919||24/04/2017
6354117|63737710||26/01/2017
6354310|67304956||24/07/2017
6354311|66873106||18/07/2017
6354701|61184080||12/05/2017
6354704|66027432||24/07/2017
6354714|65609196||14/07/2017
6354717|59697290||22/02/2017
6354718|68990501||10/10/2017
6354722|66955359||26/06/2017
6354740|64234132||13/01/2017
6354893|61184108||12/05/2017
6354905|66216904||22/05/2017
6354947|64865446||14/06/2017
6354960|63555777||21/04/2017
6520057|71185267||21/09/2017
6520071|60300905||14/03/2017
6520076|66779751||08/06/2017
6520096|68529814||07/08/2017
6520104|62355712||27/01/2017
6520112|66509795||15/12/2017
6520123|65396589||16/05/2017
6520125|62707338||21/04/2017
6520128|69872610||23/10/2017
6520130|62355712||27/01/2017
6520133|67899883||24/07/2017
6520136|70469631||19/10/2017
6520140|67899883||24/07/2017
6520149|67261447||26/06/2017
6520162|62355712||27/01/2017
6520166|70942086||20/11/2017
6520171|59743736||23/01/2017
6520180|90002948||18/12/2017
6520186|59114246||15/11/2016
6520195|70864084||18/10/2017
6520200|61025126||20/01/2017
6520218|65638278||12/06/2017
6520222|66968027||15/06/2017
6520225|69353436||11/10/2017
6520238|66187326||26/07/2017
6520243|69980967||22/08/2017
6520257|65708793||13/06/2017
6520267|69578130||19/10/2017
6520275|71364825||25/10/2017
6520287|66103727||12/05/2017
6520289|63020352||09/05/2017
6520293|90001566||24/11/2017
6520300|68383276||15/09/2017
6520308|65638278||12/06/2017
6520320|69353436||11/10/2017
6520322|65624940||15/06/2017
6520326|71152654||24/10/2017
6520348|71207667||10/11/2017
6520350|62334468||12/06/2017
6520360|90002948||18/12/2017
6520363|70342047||22/09/2017
6520380|62120239||15/03/2017
6520386|62355712||27/01/2017
6520410|60311479||23/12/2016
6520436|62355712||27/01/2017
6520945|64881130||21/07/2017
6520948|66455343||15/09/2017
6520951|67202506||24/07/2017
6520954|68522674||25/08/2017
6520961|69415627||18/08/2017
6520966|65485911||13/06/2017
6520967|65485911||13/06/2017
6520970|67202506||24/07/2017
6521004|60632800||15/09/2017
6521013|68762394||13/09/2017
6521018|71114336||13/12/2017
6521021|71213195||12/12/2017
6521023|62430230||14/09/2017
6521026|62831514||18/10/2017
6521036|70910141||12/12/2017
6521042|63020118||08/11/2017
6521050|63095911||22/06/2017
6521186|64156733||24/04/2017
6521190|64156733||24/04/2017
6524669|69809606||26/09/2017
6524672|66811393||15/06/2017
6524998|70199421||15/09/2017
6525015|61962289||21/03/2017
6525103|67607662||24/07/2017
6525123|68831043||14/08/2017
6525124|65720839||25/05/2017
6525128|65897652||21/07/2017
6525134|70306380||21/08/2017
6525136|70306380||21/08/2017
6525198|62890211||12/05/2017
6525225|66875047||18/08/2017
6525235|60391178||23/12/2016
6525369|66168878||22/06/2017
6527547|62152174||24/03/2017
6527550|67736047||23/10/2017
6527553|68790564||17/08/2017
6527560|71329594||23/10/2017
6527561|72052047||28/11/2017
6527564|68010541||18/10/2017
6527568|64227323||19/04/2017
6527569|70430566||22/09/2017
6528491|69168719||24/07/2017
6529775|90001919||13/11/2017
6530041|67643319||08/08/2017
6530085|66390164||08/06/2017
6694781|64606792||26/05/2017
6694789|58983185||13/12/2016
6694795|61931383||07/04/2017
6694797|59570920||15/12/2016
6694799|60206606||19/12/2016
6694801|62017424||21/04/2017
6694804|61178445||26/01/2017
6694807|62017424||21/04/2017
6694814|62017424||21/04/2017
6694820|61178445||26/01/2017
6694821|71099651||23/10/2017
6694824|64272440||08/05/2017
6694825|70723231||11/10/2017
6694826|57324041||26/09/2016
6694828|58983185||13/12/2016
6694832|60621615||24/01/2017
6694833|62017424||21/04/2017
6710876|62545475||14/03/2017
6710880|58411181||27/10/2016
6710881|72034870||17/11/2017
6710886|69514369||16/10/2017
6710894|68527504||08/08/2017
6710909|67720526||14/09/2017
6710910|67429988||24/07/2017
6710914|63790441||19/04/2017
6710916|63457227||20/04/2017
6710923|90001756||18/12/2017
6710928|72034870||17/11/2017
6710930|69550494||13/12/2017
6710945|70609717||11/10/2017
6710954|62759119||24/05/2017
6710963|64785485||16/05/2017
6710966|69606661||12/09/2017
6710969|72034870||17/11/2017
6710970|64767364||16/05/2017
6710974|66678223||25/07/2017
6710976|69776721||18/09/2017
6710979|71319932||24/10/2017
6710985|66845539||21/07/2017
6710986|70362478||17/10/2017
6710989|72034870||17/11/2017
6710992|65032370||16/05/2017
6710993|64094056||24/03/2017
6710999|63598187||16/05/2017
6711007|72034870||17/11/2017
6711011|72034870||17/11/2017
6711012|60543847||22/12/2016
6711020|70576842||24/10/2017
6711021|71152906||11/10/2017
6711030|72034870||17/11/2017
6711037|63344760||17/03/2017
6711045|72034870||17/11/2017
6711048|65551320||19/06/2017
6711049|71103024||10/11/2017
6711050|62441552||13/02/2017
6711054|71099651||23/10/2017
6711064|62441552||13/02/2017
6711065|69502379||13/09/2017
6711066|59702051||13/02/2017
6711076|65930448||09/08/2017
6711077|72034870||17/11/2017
6711078|63874312||08/06/2017
6711082|61826492||26/05/2017
6711086|60178309||24/01/2017
6711087|69425289||11/10/2017
6711088|69335890||15/06/2017
6711096|71103024||10/11/2017
6711097|58411181||27/10/2016
6711098|59091906||24/01/2017
6711099|90000182||13/11/2017
6711100|62017424||21/04/2017
6711101|72034870||17/11/2017
6711112|71243072||23/10/2017
6711124|90001021||20/11/2017
6711132|63367090||18/04/2017
6711133|72034870||17/11/2017
6711136|66932894||26/06/2017
6711140|59702051||13/02/2017
6711142|67079349||17/08/2017
6711149|66804953||16/06/2017
6711150|72034870||17/11/2017
6711156|72034870||17/11/2017
6711159|69335432||15/06/2017
6711161|71288151||17/10/2017
6711162|59296647||19/10/2017
6711165|72034870||17/11/2017
6711175|60002525||20/01/2017
6711180|72034870||17/11/2017
6711181|71103024||10/11/2017
6711193|58411181||27/10/2016
6711207|72034870||17/11/2017
6711209|67093219||08/08/2017
6711214|72034870||17/11/2017
6711216|71999436||16/11/2017
6711217|64786883||09/05/2017
6711224|60003203||27/01/2017
6711226|62545844||17/04/2017
6711232|64233337||06/04/2017
6711236|66453267||06/10/2017
6711240|72034870||17/11/2017
6711241|68954485||25/07/2017
6711246|59398512||13/02/2017
6711251|62599197||14/03/2017
6711252|65635659||10/07/2017
6711257|62017424||21/04/2017
6711271|62054820||24/02/2017
6711279|61036555||15/02/2017
6711289|66638315||18/07/2017
6711305|69502379||13/09/2017
6711306|66468001||12/06/2017
6711307|58411181||27/10/2016
6711314|71878169||13/11/2017
6711315|61931383||07/04/2017
6711316|72034870||17/11/2017
6711318|72034870||17/11/2017
6711325|63333700||20/04/2017
6711332|58340502||22/12/2016
6711334|72034870||17/11/2017
6711344|59891261||20/01/2017
6711345|66255648||11/07/2017
6711347|62017424||21/04/2017
6711352|90001067||14/12/2017
6711367|60592406||24/05/2017
6711373|72034870||17/11/2017
6711382|64749729||09/06/2017
6711403|66960947||17/07/2017
6711415|58983185||13/12/2016
6711416|58243818||20/01/2017
6711427|62926318||18/04/2017
6711436|61685873||22/02/2017
6711447|72034870||17/11/2017
6711453|62542622||23/03/2017
6711454|72034870||17/11/2017
6711459|64155569||20/06/2017
6711460|62593005||14/03/2017
6711467|59320558||25/01/2017
6711470|72034870||17/11/2017
6711472|58411181||27/10/2016
6711481|62937513||07/04/2017
6711484|62919850||24/02/2017
6711486|63743617||26/05/2017
6711487|69335432||15/06/2017
6711488|64219602||08/05/2017
6711489|67137406||21/07/2017
6711500|62017424||21/04/2017
6711505|90000468||16/11/2017
6711981|64521317||01/03/2017
6712052|61203141||23/01/2017
6712306|64371192||17/02/2017
6712773|63096698||27/01/2017
6713005|69700133||22/08/2017
6713362|61204170||15/12/2016
6713503|70452956||13/09/2017
6713824|90000668||20/12/2017
6714588|61203268||19/12/2016
6714689|64223774||05/05/2017
6715202|60387843||08/02/2017
6715305|64372608||17/02/2017
6716647|70510031||11/10/2017
6716908|66282168||19/06/2017
6718810|65660238||10/04/2017
6719406|63811560||12/04/2017
6719505|64641761||22/03/2017
6720137|61204170||15/12/2016
6720245|63095552||11/01/2017
6720316|61615241||28/12/2016
6720354|67082851||11/10/2017
6720643|63096698||27/01/2017
6720944|64519923||22/02/2017
6721029|64896586||23/03/2017
6721364|61600876||29/12/2016
6721541|60534359||14/12/2016
6721574|64525082||07/03/2017
6721684|65770778||19/07/2017
6722279|69699038||22/08/2017
6722724|69700133||22/08/2017
6722809|61579467||29/12/2016
6722881|63096698||27/01/2017
6723422|64364869||01/03/2017
6724088|61204170||15/12/2016
6724279|64531348||16/03/2017
6724595|63422772||23/01/2017
6724664|71891127||31/08/2017
6724845|64520387||01/03/2017
6725296|90000622||20/11/2017
6725341|64372608||17/02/2017
6725459|61703887||26/01/2017
6725989|64524773||07/03/2017
6726179|64473426||20/04/2017
6726367|64896586||23/03/2017
6726633|61794313||15/02/2017
6726828|64522229||01/03/2017
6726952|61703887||26/01/2017
6727985|62590503||30/03/2017
6729122|63265487||05/01/2017
6729184|65660238||10/04/2017
6729203|60534359||14/12/2016
6729728|61794313||15/02/2017
6730428|64378215||22/02/2017
6730515|61356353||21/04/2017
6730759|65156266||30/03/2017
6731107|63811560||12/04/2017
6731231|64773620||23/03/2017
6731286|64892083||24/03/2017
6731449|61204170||15/12/2016
6731537|71398953||16/10/2017
6731826|64529837||14/03/2017
6731830|90003584||20/12/2017
6732008|61703887||26/01/2017
6732875|62146043||29/11/2016
6732897|69201497||28/07/2017
6733062|67326257||28/07/2017
6733598|64530436||16/03/2017
6733833|64884479||23/03/2017
6734740|65106200||30/03/2017
6734769|64369320||17/02/2017
6735082|63421023||19/01/2017
6735117|65786541||21/04/2017
6735516|67364692||10/08/2017
6736504|69699631||28/08/2017
6736826|64522094||01/03/2017
6738147|65643866||23/06/2017
6738151|62045342||21/03/2017
6738769|61794313||15/02/2017
6738800|61577750||29/12/2016
6739298|64521434||01/03/2017
6739308|64896586||23/03/2017
6739533|90000665||19/12/2017
6739827|64524287||03/03/2017
6740973|70861465||11/08/2017
6741663|65643866||23/06/2017
6741789|61207041||23/01/2017
6742224|61356353||21/04/2017
6743258|64542174||28/04/2017
6744597|64903657||30/03/2017
6744659|68082763||08/08/2017
6744931|60570853||24/03/2017
6744953|71838251||12/12/2017
6744954|67041555||21/07/2017
6744959|62403837||11/05/2017
6744961|65664372||16/05/2017
6744970|90003620||19/12/2017
6744976|59623633||15/12/2016
6744977|72001313||18/12/2017
6744978|65105163||15/06/2017
6744997|66033329||10/08/2017
6745014|65105163||15/06/2017
6745065|69654183||21/09/2017
6745069|61984193||14/06/2017
6745083|90000546||20/11/2017
6745089|65105163||15/06/2017
6745119|70043475||24/08/2017
6745211|71608689||14/11/2017
6745221|67540542||19/10/2017
6745230|70763518||09/10/2017
6745239|66137252||21/06/2017
6745242|71608689||14/11/2017
6745254|71608689||14/11/2017
6745263|71322958||09/10/2017
6745267|66137252||21/06/2017
6745470|66169187||21/07/2017
6745472|66169187||21/07/2017
6745473|62007500||11/05/2017
6745476|58546038||24/05/2017
6745482|66451812||20/06/2017
6747191|69380180||11/10/2017
6747310|65104961||24/05/2017
6747314|63976762||11/05/2017
6747315|90000986||15/11/2017
6747322|66200762||14/06/2017
6747326|63976762||11/05/2017
6747330|90000986||15/11/2017
6747332|90000986||15/11/2017
6747335|70837320||11/10/2017
6747337|70703871||15/12/2017
6747343|61198408||24/02/2017
6747345|61198408||24/02/2017
6747347|63976762||11/05/2017
6747348|90000986||15/11/2017
6747349|90000986||15/11/2017
6747352|63643225||05/05/2017
6747354|64492828||21/07/2017
6747357|59632266||23/01/2017
6747358|90000986||15/11/2017
6747359|63976762||11/05/2017
6747360|61198408||24/02/2017
6747361|63976762||11/05/2017
6747362|63976762||11/05/2017
6747363|62896665||17/04/2017
6747365|61198408||24/02/2017
6747367|63976762||11/05/2017
6747368|64817565||20/06/2017
6747371|90000986||15/11/2017
6747373|63976762||11/05/2017
6747376|63976762||11/05/2017
6747377|66688010||22/09/2017
6747379|62065880||24/03/2017
6747381|65246131||05/05/2017
6747382|66446107||14/06/2017
6747387|61198408||24/02/2017
6747388|61198408||24/02/2017
6747389|61198408||24/02/2017
6747392|61198408||24/02/2017
6747393|90000986||15/11/2017
6747396|66787365||25/07/2017
6747398|63976762||11/05/2017
6747399|90000986||15/11/2017
6747404|63402331||17/04/2017
6747405|61198408||24/02/2017
6747408|71013635||12/12/2017
6747415|63756636||26/05/2017
6747416|62105223||15/03/2017
6747418|63573547||20/07/2017
6747422|61198408||24/02/2017
6747423|61198408||24/02/2017
6747426|61198408||24/02/2017
6747428|61198408||24/02/2017
6747430|63756636||26/05/2017
6747433|90000986||15/11/2017
6747434|60719631||23/01/2017
6747437|63756636||26/05/2017
6747445|61198408||24/02/2017
6747448|61198408||24/02/2017
6753447|65631525||13/06/2017
6753987|59961066||23/01/2017
6753990|64007665||14/06/2017
6753992|64007782||14/06/2017
6754646|60094565||21/12/2016
6754655|90000519||08/11/2017
6754658|65050267||25/05/2017
6754660|68872690||21/07/2017
6756417|62830233||14/03/2017
6756420|62198913||13/03/2017
6756425|62460954||16/05/2017
6756568|71065902||08/11/2017
6756571|62988616||14/06/2017
6757948|63620750||24/02/2017
6757953|63620750||24/02/2017
6757959|63620750||24/02/2017
6758691|62019365||13/03/2017
6759063|67141820||09/11/2017
6759064|67141820||09/11/2017
6759066|67141820||09/11/2017
6759067|67141820||09/11/2017
6759068|67141820||09/11/2017
6759069|67141820||09/11/2017
6759071|67141820||09/11/2017
6759072|67141820||09/11/2017
6759073|67141820||09/11/2017
6759074|67141820||09/11/2017
6759078|67141820||09/11/2017
6759081|67141820||09/11/2017
6759082|67141820||09/11/2017
6760230|60466154||15/02/2017
6760232|60466523||15/03/2017
6760233|63115759||24/05/2017
6760243|69912772||12/09/2017
6760244|63668341||20/04/2017
6760250|69555072||20/09/2017
6760251|59543311||21/02/2017
6760252|69690181||14/08/2017
6760656|70310949||25/08/2017
6760659|70002286||12/09/2017
6760661|68572982||10/08/2017
6760667|68658667||25/07/2017
6760668|59258815||27/03/2017
6760671|66780126||25/07/2017
6760746|62702877||24/02/2017
6760755|68315567||26/09/2017
6761287|70606243||13/11/2017
6761306|62191908||27/03/2017
6762006|60009151||22/12/2016
6762020|60009151||22/12/2016
6762743|66115348||19/06/2017
6762746|64720199||20/04/2017
6762753|66788277||20/07/2017
6762754|65733624||17/04/2017
6762755|63752016||02/02/2017
6762759|69151917||30/06/2017
6762762|66115348||19/06/2017
6762767|63270355||13/01/2017
6762770|63061055||14/11/2016
6762771|61922633||16/03/2017
6762924|66788277||20/07/2017
6762928|63106757||17/04/2017
6762933|63286479||22/03/2017
6780567|62099540||15/03/2017
6780572|70302625||11/10/2017
6780579|67182047||26/06/2017
6780580|67024463||22/06/2017
6780585|61921118||15/03/2017
6780588|69553841||09/10/2017
6780603|71733174||13/11/2017
6780606|63180597||05/05/2017
6780615|64305180||20/04/2017
6780636|65910017||13/06/2017
6780644|71912246||21/11/2017
6780656|63180597||05/05/2017
6780697|68379931||26/07/2017
6780698|63732305||24/05/2017
6780708|65727231||12/05/2017
6780720|67902703||21/07/2017
6780727|71043250||19/10/2017
6780735|66318021||24/10/2017
6780742|61803559||09/02/2017
6780745|70584329||24/10/2017
6780746|61824299||24/02/2017
6780752|90000272||15/12/2017
6780835|68133759||17/07/2017
6780845|62982037||17/04/2017
6780852|90000096||23/11/2017
6780868|64305180||20/04/2017
6780870|61803559||09/02/2017
6780871|62746082||15/03/2017
6780882|71268819||19/10/2017
6780888|90000730||17/11/2017
6780892|71502825||23/10/2017
6780909|62926804||13/03/2017
6780919|70301947||10/08/2017
6780924|63155298||21/04/2017
6780931|65189599||24/05/2017
6780948|63181995||20/04/2017
6780964|59476748||23/01/2017
6780980|70246392||09/10/2017
6781004|68379931||26/07/2017
6781010|71660750||18/12/2017
6781011|71733174||13/11/2017
6781051|62746082||15/03/2017
6781069|61068976||23/01/2017
6781071|66357378||05/05/2017
6781074|71043250||19/10/2017
6781086|68561436||18/09/2017
6781100|90000096||23/11/2017
6781114|70768320||10/11/2017
6781121|61921118||15/03/2017
6781133|71803086||10/11/2017
6781143|71488828||12/12/2017
6781146|64528808||24/05/2017
6781163|60260618||12/05/2017
6781193|63261956||11/10/2017
6781211|66233851||14/06/2017
6781216|60330151||13/02/2017
6781227|62982037||17/04/2017
6781256|67248011||20/06/2017
6781385|71132223||25/10/2017
6781581|65916451||11/05/2017
6782730|68907768||08/08/2017
6782732|64008577||24/03/2017
6782742|69158202||10/08/2017
6782755|71773703||23/10/2017
6782783|71136581||23/10/2017
6785276|64380563||16/05/2017
6785295|62190978||21/02/2017
6785302|64380329||16/05/2017
6785304|65118317||26/06/2017
6785308|69696887||18/09/2017
6785321|65730033||20/07/2017
6785327|63558765||05/05/2017
6785328|63546424||24/05/2017
6785331|71212390||23/10/2017
6785759|71398233||18/12/2017
6785762|69332192||15/09/2017
6785770|90004960||23/11/2017
6785779|71054455||19/12/2017
6785783|69085536||10/08/2017
6785787|90004960||23/11/2017
6785796|70239718||12/09/2017
6785801|71397807||10/11/2017
6785802|71638818||10/11/2017
6785803|71397807||10/11/2017
6785804|71398233||18/12/2017
6785807|71054455||19/12/2017
6785810|71638818||10/11/2017
6785821|90004960||23/11/2017
6785823|71428237||11/10/2017
6786808|65279006||19/06/2017
6786809|66265328||26/07/2017
6786814|63575506||21/04/2017
6786816|66696713||19/06/2017
6786822|65691378||26/06/2017
6786823|64313046||19/06/2017
6786825|70854305||10/11/2017
6786829|63992825||24/03/2017
6786830|63465668||21/04/2017
6786832|65764998||14/06/2017
6786834|70136338||15/09/2017
6786840|65691378||26/06/2017
6786841|63824607||05/05/2017
6786844|65279006||19/06/2017
6786845|68513069||21/07/2017
6786846|70492971||25/08/2017
6786850|66841405||16/06/2017
6786851|65764998||14/06/2017
6786854|66696713||19/06/2017
6786858|64313046||19/06/2017
6786859|64402350||20/04/2017
6786860|64401196||19/06/2017
6786865|70524458||15/09/2017
6786874|90000413||27/11/2017
6786875|62283111||25/05/2017
6786876|63765989||05/05/2017
6786879|63824607||05/05/2017
6786880|62714147||20/04/2017
6786886|62714147||20/04/2017
6786887|70524458||15/09/2017
6786888|70276638||12/09/2017
6786891|68513069||21/07/2017
6786897|70276638||12/09/2017
6786903|66265328||26/07/2017
6786904|63575506||21/04/2017
6786907|62689324||19/06/2017
6786912|63992825||24/03/2017
6786914|66696713||19/06/2017
6786920|90001704||23/11/2017
6786923|68513069||21/07/2017
6786927|70136338||15/09/2017
6787674|69242569||12/09/2017
6787681|90003490||12/12/2017
6787700|64070076||19/06/2017
6788067|63564545||17/03/2017
6788137|71734086||23/11/2017
6788342|67531530||18/10/2017
6788357|69716850||08/08/2017
6788524|66308099||16/05/2017
6788636|63630926||14/03/2017
6788640|66586407||25/07/2017
6788648|90002572||13/11/2017
6789295|90003759||14/12/2017
6791305|71737326||15/12/2017
6791759|66487413||24/08/2017
6791777|66487413||24/08/2017
6791780|66648463||14/06/2017
6791789|66487413||24/08/2017
6791797|66487413||24/08/2017
6791822|63854690||24/05/2017
6791824|63593375||21/04/2017
6791826|63854690||24/05/2017
6791839|69355377||26/07/2017
6791845|67665223||10/08/2017
6798267|71130867||08/11/2017
6800147|69275541||10/08/2017
6800156|70970373||08/11/2017
6800157|69340768||23/10/2017
6800160|70970373||08/11/2017
6800161|70970373||08/11/2017
6800162|65691027||06/10/2017
6800327|67544793||10/08/2017
6800357|66623337||21/07/2017
6800664|68315684||10/08/2017
6800665|68315684||10/08/2017
6801440|67772307||19/06/2017
6801441|66710944||26/05/2017
6801579|66934619||25/10/2017
6803044|63752016||02/02/2017
6803076|63091652||01/01/2017
6803107|64294003||13/02/2017
6803119|63091652||01/01/2017
6803132|63091652||01/01/2017
6803180|64586341||16/03/2017
6803190|64294003||13/02/2017
6803198|64294003||13/02/2017
6803219|64064062||29/05/2017
6803493|64274030||22/05/2017
6806534|67572243||21/07/2017
6806536|68542034||21/07/2017
6806538|68542034||21/07/2017
6806549|66376177||19/06/2017
6806552|67242162||12/09/2017
6806554|71546147||19/12/2017
6806563|70396011||22/09/2017
6806568|67572243||21/07/2017
6806572|71546147||19/12/2017
6806573|68542034||21/07/2017
6806584|67242162||12/09/2017
6806585|67242162||12/09/2017
6806590|70396011||22/09/2017
6806593|68542034||21/07/2017
6806598|71546147||19/12/2017
6806599|70396011||22/09/2017
6806606|90000787||13/11/2017
6806608|68542034||21/07/2017
6806611|68542034||21/07/2017
6806613|67572243||21/07/2017
6811267|71719322||15/12/2017
6811270|69915750||12/12/2017
6811274|71304117||13/11/2017
6811276|90002784||12/12/2017
6811278|90002784||12/12/2017
6811280|69882903||12/12/2017
6811281|71719322||15/12/2017
6811282|90000774||17/11/2017
6811283|69882903||12/12/2017
6811284|90000774||17/11/2017
6811286|90000774||17/11/2017
6811287|69399310||19/10/2017
6811294|90002784||12/12/2017
6811295|69894038||13/11/2017
6811297|70762461||15/11/2017
6811301|90002784||12/12/2017
6811302|69915750||12/12/2017
6811304|71305497||21/11/2017
6811306|90002784||12/12/2017
6811312|69894038||13/11/2017
6811319|70762461||15/11/2017
6811322|71657365||21/11/2017
6811323|71304117||13/11/2017
6811329|69399310||19/10/2017
6811330|90002784||12/12/2017
6811331|71719322||15/12/2017
6811332|90000774||17/11/2017
6811333|90000774||17/11/2017
6811345|90000774||17/11/2017
6811348|71305497||21/11/2017
6811587|70939915||10/11/2017
6811627|67767060||19/07/2017
6811630|66950547||14/08/2017
6811632|67249653||21/07/2017
6811646|90003799||24/11/2017
6811657|67860457||18/09/2017
6811658|71670557||13/12/2017
6811659|70616381||19/10/2017
6811661|66812206||26/06/2017
6811667|66657717||17/07/2017
6811671|69418732||08/08/2017
6811676|66800702||20/07/2017
6811679|66963215||26/06/2017
6811686|71430585||08/11/2017
6811688|90003252||12/12/2017
6811690|68586814||18/09/2017
6811699|65768178||17/07/2017
6811706|69909377||26/09/2017
6811710|66812206||26/06/2017
6811712|66100739||26/07/2017
6811715|67086527||20/09/2017
6811716|70592167||09/10/2017
6811720|70176363||11/10/2017
6811725|66099751||11/07/2017
6811735|71588841||18/12/2017
6811741|90007182||15/12/2017
6811752|71724658||24/11/2017
6811766|70434097||15/09/2017
6811767|71670557||13/12/2017
6811773|68861154||10/08/2017
6811779|67758806||14/06/2017
6811782|65624571||21/07/2017
6811783|67757876||25/05/2017
6811792|90003546||12/12/2017
6811800|90003252||12/12/2017
6811810|70418052||11/10/2017
6811815|67758806||14/06/2017
6811816|71197374||17/11/2017
6811817|69972994||11/10/2017
6811826|69972994||11/10/2017
6811827|66800702||20/07/2017
6811843|71226952||08/11/2017
6811845|68577074||12/09/2017
6811846|67237294||10/08/2017
6811847|67803681||10/08/2017
6811851|68577074||12/09/2017
6811852|66963070||26/06/2017
6814518|71612401||19/10/2017
6814859|70965037||11/10/2017
6814860|68760705||12/09/2017
6814862|66985460||25/08/2017
6814866|71751916||11/10/2017
6814868|90001409||12/12/2017
6814874|68760705||12/09/2017
6814876|69793561||16/10/2017
6814882|69851376||15/09/2017
6814886|71751916||11/10/2017
6814888|69851376||15/09/2017
6814897|90003154||12/12/2017
6814902|90003154||12/12/2017
6814903|69851376||15/09/2017
6814959|70453741||22/09/2017
6814965|70453741||22/09/2017
6814971|70285406||11/10/2017
6815727|90000941||24/11/2017
6815747|67718043||21/07/2017
6815754|90002627||19/12/2017
6818975|69397595||24/10/2017
6819031|69807395||12/09/2017
6819214|69661595||20/09/2017
6819656|71483044||24/11/2017
6823246|69822770||19/10/2017
6823282|71329963||13/11/2017
6823293|71329963||13/11/2017
6823296|71355085||19/12/2017
6823299|71329612||19/10/2017
6823300|70657570||16/10/2017
6823316|90002471||24/11/2017
6823328|70854656||20/09/2017
6823341|69776479||21/08/2017
6823342|71166954||23/10/2017
6823351|69457242||15/09/2017
6823354|71329350||19/12/2017
6823357|68858128||20/07/2017
6823371|69532625||19/10/2017
6823383|69223302||13/11/2017
6823398|71329612||19/10/2017
6823433|71166954||23/10/2017
6823434|69774411||10/08/2017
6823473|69809723||16/10/2017
6823490|71092773||23/10/2017
6823499|70074371||21/08/2017
6823500|69092714||25/07/2017
6823505|69498421||24/08/2017
6823514|70468594||19/10/2017
6823515|69223302||13/11/2017
6823521|70014879||12/09/2017
6823544|70979930||31/10/2017
6823549|70717820||10/11/2017
6823552|69498421||24/08/2017
6823573|71355103||19/12/2017
6823594|69766565||21/08/2017
6823611|71030007||11/10/2017
6823618|70468594||19/10/2017
6823620|71705256||16/11/2017
6823621|70854880||20/09/2017
6823625|69769319||21/08/2017
6828723|71732982||16/10/2017
6833278|90000709||14/11/2017
6835275|90003382||24/11/2017
6835433|71949721||24/11/2017
6836956|90004056||12/12/2017
6836961|90000784||10/11/2017
6836993|90003147||12/12/2017
6837005|90000784||10/11/2017
6837009|90004056||12/12/2017
6837017|71744369||16/11/2017
6844299|71770229||09/10/2017
6844305|90002859||18/12/2017
