Ayuntamiento de Coca de Alba|P3710800H|C/ C/ ESCUELAS|37830|37108|923541451||||37|7|13|C/ ESCUELAS|CL
Ayuntamiento de Encinasola de los Comendadores|P3712300G|C/ PLAZA GONZALO IGLESIAS, 3|37256|37123|923523202||||37|7|13|PLAZA GONZALO IGLESIAS, 3|CL
Ayuntamiento de Fresnedoso|P3713300F|C/ Alamo 4|37775||923413620|923413620||ayuntamientodefresnedoso@gmail.com|37|7|13|Alamo|CL
Ayuntamiento de Fuenteliante|P3713700G|Plaza Salas Pombo s/n|37272|37137|923506021||||37|7|13|Salas Pombo|PL
Ayuntamiento de Golpejas|P3715200F|C/ C/HUERTA, 1|37170|37151|923320000||||37|7|13|C/HUERTA, 1|CL
Ayuntamiento de Huerta|P3716500H|C. del Ayuntamiento, 8|37338|37164||||ayhuerta@hotmail.com|37|7|13|C. del Ayuntamiento, 8|CL
Ayuntamiento de Macotera|P3717500G|Plaza Mayor 1|37310|37174|923555003|923555061|||37|7|13|Mayor|PL
Ayuntamiento de Moronta|P3720900D|C/ C/ IGLESIA, 1|37219|37208|923500946||||37|7|13|C/ IGLESIA, 1|CL
Ayuntamiento de Navacarros|P3721300F|C/ C/ IGLESIA, 2|37716|37212|923102208||||37|7|13|C/ IGLESIA, 2|CL
Ayuntamiento de Orbada (La)|P3722500J|C/ PLAZA ESPAÑA|37428|37224|923362810||||37|7|13|PLAZA ESPAÑA|CL
Ayuntamiento de Pedrosillo de Alba|P3723800C|Rda. Escuelas s/n|37871|37236|923300063|923300063||aytopedrosillodealba@gmail.com|37|7|13|Escuelas|RO
Ayuntamiento de Pedrosillo de los Aires|P3723900A|C/ C/ SAN BENITO, 6|37788|37237|923390603||||37|7|13|C/ SAN BENITO, 6|CL
Ayuntamiento de Peñacaballera|P3724600F|C/ PLAZA AYUNTAMIENTO|37728|37244|923414156||||37|7|13|PLAZA AYUNTAMIENTO|CL
Ayuntamiento de Pinedas|P3725400J|Calle Iglesia, 39|37712|37252||||ayuntamientopinedas@hotmail.com|37|7|13|Calle Iglesia, 39|CL
Ayuntamiento de Pino de Tormes (El)|P3725500G|C/ C/ TOPACIO|37170|37253|923332330||||37|7|13|C/ TOPACIO|CL
Ayuntamiento de Puebla de Azaba|P3726000G|C/ PZA. CONDESA DE MONTARCO 1|37553|37258|923471017|923471017||ayuntamiento.puebla@hotmail.com|37|7|13|PZA. CONDESA DE MONTARCO|CL
Ayuntamiento de Puerto Seguro|P3726600D|C/ PLAZA MAYOR, 1|37488|37264|923491413||||37|7|13|PLAZA MAYOR, 1|CL
Ayuntamiento de Santibáñez de la Sierra|P3730000A|C/ C/.ABULLON,10|37670|37298|923435013|||ayuntamiento@aytosantibanez.e.telefonica.net|37|7|13|C/.ABULLON,10|CL
Ayuntamiento de Tarazona de Guareña|P3731900A|C. Castilla, 14|37409|37317||||aytotarazona@yahoo.es|37|7|13|C. Castilla, 14|CL
Ayuntamiento de Valverdón|P3734500F|C/ Conejo 2|37185|37342|923321141||||37|7|13|Conejo|CL
Ayuntamiento de Villanueva del Conde|P3735800I|Lugar Barrio Nuevo, 5,|37658|37355|||||37|7|13|Lugar Barrio Nuevo, 5,|CL
Ayuntamiento de Villaverde de Guareña|P3737500C|C/ Plaza s/n|37428|37372|923350015||||37|7|13|Plaza|CL
Mc. Nordeste de Tenerife|P3800021B|C/ Ismael Domínguez 67|38350|38043|922573042|922564137|www.mancomunidaddelnordeste.com|administración@mancomunidaddelnordeste.com|38|5|17|Ismael Domínguez|CL
Ayuntamiento de Fuencaliente de la Palma|P3801400G|Plaza Del Ayuntamiento s/n|38740|38014|922444003|922444303|www.fuencalientedelapalma.es|ayuntamiento@fuencalientedelapalma.es|38|5|13|Del Ayuntamiento|PL
Ayuntamiento de Vallehermoso|P3805000A|Plaza de la Constitución 1|38840|38050|922800000|922800578|www.vallehermosoweb.es|secretaria@vallehermosoweb.es|38|5|13|de la Constitución|PL
Ayuntamiento de Anievas|P3900300I|Bº Cotillo de Anievas s/n|39451|39003|942840613|942840613|www.aytoanievas.org|aytoanievas@hotmail.com|39|6|13|Cotillo de Anievas|CL
Ayuntamiento de Arenas de Iguña|P3900400G|Plaza de Alfonso XIII s/n|39450|39004|942826019|942826510|https://aytoarenasdeiguna.org|secretario@aytoarenasdeiguna.org|39|6|13|de Alfonso XIII|PL
Ayuntamiento de Mazcuerras|P3904100I|C/ Real 12|39509|39041|942700751|942700150|www.aytomazcuerras.es|secret@mazcuerras.com|39|6|13|Real|CL
Ayuntamiento de Santillana del Mar|P3907600E|Plaza Mayor 1|39330|39076|942818075|942840220|https://santillanadelmar.es|secretario@aytosantillana.org|39|6|13|Mayor|PL
Ayuntamiento de Soba|P3908300A|Bº La Veguilla 1|39808|39083|942639025|942639079|https://www.soba.es|secretaria@soba.es|39|6|13|La Veguilla|CL
Comun. Villa y Tierra de Sepulveda|P4000002H|Plaza del Trigo 1|40300|40195|921540927|921540236||secretario@villaytierra.com|40|7|17|del Trigo|PL
Mc. Malucas (MANDEM)|P4000028C|Plaza Mayor 1|40280|40141|||||40|7|17|Mayor|PL
Mc. Ntra. Sra. de Hornuez|P4000034A|Plaza Mayor 1|40551|40039|||||40|7|17|Mayor|PL
Comun. Ochavo de Prádena|P40019200|Plaza de la Tierra 3|40165|40162|921508695||||40|7|17|de la Tierra|PL
Ayuntamiento de Calabazas de Fuentidueña|P4004100F|C/ Iglesia s/n|40356|40037|921533406|||aytocalabazas@hotmail.com|40|7|13|Iglesia|CL
Ayuntamiento de Encinillas|P4008300H|C/ REAL 1|40391|40072|921493124|||ayuntamientoencinillas@gmail.com|40|7|13|REAL|CL
Ayuntamiento de Fresno de la Fuente|P4009300G|Plaza Mayor s/n|40540|40080|921534357|||info@fresodelafuente.es|40|7|13|Mayor|PL
Ayuntamiento de Fuentesoto|P4010500I|C/ Pasajes 10|40314|40091|921527225|||info@fuentesoto.es|40|7|13|Pasajes|CL
Ayuntamiento de Olombrada|P4017400E|C/ Arroyuelo 17|40220|40149|921164000|921164648|olombrada.sedeelectronica.es|info@olombrada.es|40|7|13|Arroyuelo|CL
Ayuntamiento de Prádena|P4019200G|Plaza Constitución 1|40165|40162|921507006|||info@pradena.es|40|7|13|Constitución|PL
Ayuntamiento de Riaguas de San Bartolomé|P4019800D|C/ ARRIBA, 12|40529|40168|921126905|||jose661311633@hotmail.com|40|7|13|ARRIBA,|CL
Ayuntamiento de Zarzuela del Pinar|P4027500J|C/ Constitución 1|40293|40234|921574215|921574215||ayuntamiento@aytozarzuelap.e.telefonica.net|40|7|13|Constitución|CL
Ayuntamiento de Guadalcanal|P4104800J|Pl. Espana, 1|41390|41048||||guadalcanal@dipusevilla.es|41|1|13|Pl. Espana, 1|PL
Ayuntamiento de Pedrera|P4107200J|Plaza del Pueblo, 1|41566|41072||||PEDRERA@DIPUSEVILLA.ES|41|1|13|Plaza del Pueblo, 1|PL
Ayuntamiento de Beratón|P4205500D|C/ Mayor s/n|42107|42034|976646064||||42|7|13|Mayor|CL
Ayuntamiento de Buberos|P4206800G|Plaza la Plaza, 0|42132|42041|975380013||||42|7|13|Plaza la Plaza, 0|PL
Ayuntamiento de Fuentelsaz de Soria|P4214300H|C/ Fuente s/n|42162|42089|975180087|||losvillares@dipsoria.es|42|7|13|Fuente|CL
Ayuntamiento de Gormaz|P4215300G|C/ Real 1|42313|42097|975183473|||gormaz@dipsoria.es|42|7|13|Real|CL
Ayuntamiento de Matalebreras|P4218200F|Plaza Ayuntamieno 1|42113|42110|975383151|975383151|||42|7|13|Ayuntamieno|PL
Ayuntamiento de Miño de San Esteban|P4219100G|C/ Plaza 18|42328|42116|975356315|||miñosanesteban@dipsoria.es|42|7|13|Plaza|CL
Ayuntamiento de Póveda de Soria (La)|P4223300G|C/ BARRIO BAJERO 26|42169||975180799|975180125|www.lapoveda.org|lapoveda@dipsoria.es|42|7|13|BARRIO BAJERO|CL
Ayuntamiento de Reznos|P4225200G|C/ La Plaza 1|42137|42156|975391064||||42|7|13|La Plaza|CL
Ayuntamiento de Rioseco de Soria|P4225400C|C/ Real s/n|42193|42158|975365900|idem|||42|7|13|Real|CL
Ayuntamiento de Valdeavellano de Tera|P4230400F|C/ Ramon Benito Aceña 1|42165|42191|975273102|975273217||ayuntamiento@valdeavellanodetera.org|42|7|13|Ramon Benito Aceña|CL
Ayuntamiento de Villares de Soria (Los)|P4233500J|Plaza FELIPE LAS HERAS s/n|42180|42211|975251141||||42|7|13|FELIPE LAS HERAS|PL
Ayuntamiento de Villasayas|P4233700F|Plaza MAYOR 1|42214|42212|975302104|975302104|||42|7|13|MAYOR|PL
Ayuntamiento de Milà (El)|P4308400C|Carrer Santa Úrsula 23|43143|43083|977637397|977637397||aj.mila@altanet.org|43|9|13|Santa Úrsula|CL
Ayuntamiento de Alba|P4400700C|Plaza AYUNTAMIENTO 1|44395||978860279|978860279||AYUNCEDRILLAS@terra.es|44|2|13|AYUNTAMIENTO|PL
Ayuntamiento de Barrachina|P4403500D|C/ MAYOR 6|44220|44035|978732867|978732867||aytobarrachina@gmail.com|44|2|13|MAYOR|CL
Ayuntamiento de Berge|P4404000D|Plaza AYUNTAMIENTO 1|44556|44040|978849001|978849001||ayuntamiento@berge.es|44|2|13|AYUNTAMIENTO|PL
Ayuntamiento de Blancas|P4404200J|Plaza DEL AYUNTAMIENTO 1|44314|44042|978863250|978863250||aytoblancas@gmail.com|44|2|13|DEL AYUNTAMIENTO|PL
Ayuntamiento de Codoñera (La)|P4408100H|C/ IGLESIA 20|44640|44080|978852000|978852000||aytolacodonnera@aragon.es|44|2|13|IGLESIA|CL
Ayuntamiento de Corbalán|P4408400B|Plaza SERAFIN NAVARRETE 1|44193|44082|978660095|978660095||aytoperalejos@terra.es|44|2|13|SERAFIN NAVARRETE|PL
Ayuntamiento de Cuba (La)|P4409000I|C/ ENMEDIO 16|44141||964180008|964180008||aytolacuba@yahoo.es|44|2|13|ENMEDIO|CL
Ayuntamiento de Escucha|P4410400H|C/ CARRETERA 2|44770|44099|978757925|978756791|www.mumiescucha.com|secretaria@aytoescucha.com|44|2|13|CARRETERA|CL
Ayuntamiento de Galve|P4412000D|Plaza MAYOR 1|44168|44115|978776029|978776029||ayuntamiento@aytogalve.com|44|2|13|MAYOR|PL
Ayuntamiento de Mirambel|P4415700F|Plaza DE LA IGLESIA 2|44141|44149|964178212|964178212||ayuntamientomirambel@yahoo.es|44|2|13|DE LA IGLESIA|PL
Ayuntamiento de Mosqueruela|P4416900A|Plaza Mayor s/n|44410|44160|978807007|978807008||aytomosqueruela@terra.es|44|2|13|Mayor|PL
Ayuntamiento de Pitarque|P4419400I|Plaza DEL AYUNTAMIENTO 1|44559|44183|978773007|978773007|||44|2|13|DEL AYUNTAMIENTO|PL
Ayuntamiento de Ródenas|P4420900E|C/ ARO BALSA 3|44310|44197|978701076|978701076||aytorodenas@terra.es|44|2|13|ARO BALSA|CL
Ayuntamiento de Veguillas de la Sierra|P4426400J|Plaza JESUS 6|44134|44250|||||44|2|13|JESUS|PL
Mc. Serv. Toledo-Norte|P4500018I|Plaza de España 1|45930|45099|925795101|925795205|||45|8|17|de España|PL
Ayuntamiento de Cabañas de Yepes|P4502600B|Plaza Constitución 1|45312|45026|925137181|925122398||cabanasyepes@diputoledo.es|45|8|13|Constitución|PL
Ayuntamiento de Nava de Ricomalillo (La)|P4510900F|Plaza Constitución 1|45670|45108|925444001|925444267||ayto-nava@hotmail.com|45|8|13|Constitución|PL
Ayuntamiento de Paredes de Escalona|P4513000B|Ayuntamiento de Paredes de Escalona|45908|45129|||||45|8|13|Ayuntamiento de Paredes de Escalona|CL
Ayuntamiento de Puerto de San Vicente|P4514000A|C. Cultura, 4|45577|45139|||||45|8|13|C. Cultura, 4|CL
Ayuntamiento de Villanueva de Bogas|P4519400H|Pl. Constitución, 1|45410|45193|||||45|8|13|Pl. Constitución, 1|PL
Mc. Interm. Albalat de la Ribera-Polinyà del Júcar|P4600001D|Plaça de la Cort 1|46687|46008|962490500|962492012|||46|10|17|de la Cort|PL
Mc. La Serranía|P4600054C|C/ Las Cruces 46|46170|46258|961645013|962720644||serrania.presidencia@cv.gva.es|46|10|17|Las Cruces|CL
Ayuntamiento de Alborache|P4601200A|Avda. Musica 32|46369|46012|962516002|962508158||alborache_sec@gva.es|46|10|13|Musica|AV
Ayuntamiento de Cofrentes|P4609900H|Plaza de España 9|46625|46097|961894164|961894191||cofrentes_adm@gva.es|46|10|13|de España|PL
Ayuntamiento de Sant Joanet|P4622400B|'''''''Plaça de l''''''''ajuntament 12'''''''|46669|46222|962591013|962970439|santjoanet.com|ayuntamiento@santjoanet.com|46|10|13|'de l''ajuntament'|PL
Ayuntamiento de Titaguas|P4624300B|Plaza de la Iglesia 7|46178|46241|961634001|961634093||titaguas_ofi@gva.es|46|10|13|de la Iglesia|PL
Mc. Minguela|P4700032H|Plaza Mayor 1|47310|47030|983698001|983698386|||47|7|17|Mayor|PL
Ayuntamiento de Alaejos|P4700400G|Plaza MAYOR 1|47510|47004|983867001|983867000|ayuntamiento@alaejos.gob.es|ayuntamiento@alaejos.gob.es|47|7|13|MAYOR|PL
Ayuntamiento de Almenara de Adaja|P4700900F|C/ PLAZA MAYOR 1|47419|47008|983626107||||47|7|13|PLAZA MAYOR 1|CL
Ayuntamiento de Benafarces|P4701700I|Plaza MAYOR 1|47880|47016|983791609||||47|7|13|MAYOR|PL
Ayuntamiento de Campaspero|P4703100J|C/ Plaza Mayor S/N|47310|47030|983698001|||aytocampaspero@terra.es|47|7|13|Plaza Mayor S/N|CL
Ayuntamiento de Casasola de Arión|P4703700G|Plaza ESPAÑA 1|47110|47036|983792039|983792039||ayto.casasola@dip-valladolid.es|47|7|13|ESPAÑA|PL
Ayuntamiento de Fuente el Sol|P4706800B|C/ Jose Antonio 10|47494|47067||||ayuntamiento@fuenteelsol.gob.es|47|7|13|Jose Antonio|CL
Ayuntamiento de Gallegos de Hornija|P4707000H|Plaza MAYOR 2|47134|47069|983788165|983788165||ayuntamiento@gallegosdehornija.gob.es|47|7|13|MAYOR|PL
Ayuntamiento de Geria|P4707200D|C. Gonzalez de la Mata, 4|47131|47071||||ayto.geria@dip-valladolid.es|47|7|13|C. Gonzalez de la Mata, 4|CL
Ayuntamiento de Manzanillo|P4708100E|C/ Real 33|47314|47080|983890192|983890192||ayto.manzanillo@dip-valladolid.es|47|7|13|Real|CL
Ayuntamiento de Mota del Marqués|P4709800I|Plaza Mayor, 1,|47120|47097||||ayto.mota@dip-valladolid.es|47|7|13|Plaza Mayor, 1,|PL
Ayuntamiento de Olmos de Peñafiel|P4710700H|C/ Pl. Mayor, 1|47318|47106|983882095||||47|7|13|Pl. Mayor, 1|CL
Ayuntamiento de Villalba de los Alcores|P4721300D|C/ c/mAYOR , 4|47639|47212|983721500||||47|7|13|c/mAYOR , 4|CL
Mc. de la Margen Izquierda y Zona Minera|P4800002J|C/ Parque Ignacio Ellacuría 2|48920|48078|944838996|944837069||manc.mizquierda@bizkaia.net|48|16|17|Parque Ignacio Ellacuría|CL
Ayuntamiento de Barrika|P4801800F|C/ Udaletxeko Bidea 6|48650|48014|946771062|946772853|www.barrika.net|barrika@barrika.net|48|16|13|Udaletxeko Bidea|CL
Ayuntamiento de Etxebarri|P4803600H|Plaza Txiki Otaegi 1|48450|48029|944267000|944491458|www.etxebarri.net|etxebarri@etxebarri.net|48|16|13|Txiki Otaegi|PL
Ayuntamiento de Fruiz|P4804300D|Plaza Aldai Enparantza 5|48116|48035|946153210|946153505|www.fruiz.net|udala.fruiz@bizkaia.org|48|16|13|Aldai Enparantza|PL
Ayuntamiento de Gatika|P4804800C|Bº Garai 1|48110|48040|946151201|946151490|www.gatika,net|idazkaritza@gatika.net|48|16|13|Garai|CL
Ayuntamiento de Ugao-Miraballes|P4807600D|Plaza herriaren enparantza s/n|48490|48065|946480711|946481893|www.ugao-miraballes.com|ialegria@bizkaia.org|48|16|13|herriaren enparantza|PL
Ayuntamiento de Nabarniz|P4808400H|Bº ELEXALDE 14|48312||946255077|946256512|www.narbaniz.org|udala.narbaniz@bizkaia.org|48|16|13|ELEXALDE|CL
Ayuntamiento de Bedia|P4810500A|Plaza José Antonio Agirre 1|48390|48092|946314200|946314319||idazkaritza.bedia@bizkaia.org|48|16|13|José Antonio Agirre|PL
Ayuntamiento de Arquillinos|P4901500A|C/ PLAZA IGLESIA 1|49126|49014|980501124||||49|7|13|PLAZA IGLESIA|CL
Ayuntamiento de Casaseca de las Chanas|P4904400A|Plaza La Laguna, 1|49151|49039|980577671|||aytocasaseca@yahoo.es|49|7|13|La Laguna,|PL
Ayuntamiento de Cerecinos de Campos|P4905100F|Plaza Toribio Meneses, s/n|49640|49046|980669032|||aytocerecinos@yahoo.es|49|7|13|Toribio Meneses,|PL
Ayuntamiento de Coomonte|P4906000G|C/ Fragua, 1|49783|49052|980644553|||aytocoomonte@macovall.net|49|7|13|Fragua,|CL
Ayuntamiento de Fariza|P4907500E|Plaza DE LA IGLESIA sn|49213|49064|980617881|||aytofariza.secretaria@gmail.com|49|7|13|DE LA IGLESIA|PL
Ayuntamiento de Fuentesaúco|P4909400F|Plaza Mayor 1|49400|49081|980600002|980600056|fuentesauco.es|info.ayto@fuentesauco.es|49|7|13|Mayor|PL
Ayuntamiento de Robleda-Cervantes|P4919900C|C/ Cardo, sn|49321|49179|980621570|980621424||aytorobledacervantes@yahoo.es|49|7|13|Cardo,|CL
Mc. Monegros II|P5000006F|C/ Mayor 1, 3 baj|50177|50059|976173249|976173077|||50|2|17|Mayor|CL
C. Gestión Residuos Sólidos Agrupación nº 5Calatayud|P5000043I|Plaza Comunidad 1|50300|50067|976883075||||50|2|17|Comunidad|PL
Ayuntamiento de Ambel|P5002700B|C/ Plaza Marqués de Villamayor 10|50546|50027|976860570|976860606||ambel@dpz.es|50|2|13|Plaza Marqués de Villamayor|CL
Ayuntamiento de Ariza|P5003400H|Plaza HORTAL 18|50220|50034|976845095|976845036||aytoariza@gmail.com|50|2|13|HORTAL|PL
Ayuntamiento de Codo|P5008500J|C/ San Bernardo 3|50132|50085|976831246|||aytocodo@terra.es|50|2|13|San Bernardo|CL
Ayuntamiento de Daroca|P5009400B|Plaza Plaza España 6|50360|50094|976800312|976800362||olga@daroca.e.telefonica.net|50|2|13|Plaza España|PL
Ayuntamiento de Erla|P5010000G|Plaza Tenor Aramburo 2|50611|50100|976694134|976694140||erla@cepymearagon.es|50|2|13|Tenor Aramburo|PL
Ayuntamiento de Frago (El)|P5011000F|Plaza|50611|50109||||elfrago@dpz.es|50|2|13|Plaza|PL
Ayuntamiento de Fuendejalón|P5011400H|C. Ramón y Cajal, 1|50529|50113||||fuendejalon@dpz.es|50|2|13|C. Ramón y Cajal, 1|CL
Ayuntamiento de Langa del Castillo|P5013500C|C/ C/Buenos Aires, s/n|50367|50134|976806074|||langa@dpz.es|50|2|13|C/Buenos Aires, s/n|CL
Ayuntamiento de Lobera de Onsella|P5014300G|C/ La Iglesia 0|50687|50142|948439158|976857034||lobera@dpz.es|50|2|13|La Iglesia|CL
Ayuntamiento de Mezalocha|P5016800D|C/ C/MAYOR|50152|50167|976140331||||50|2|13|C/MAYOR|CL
Ayuntamiento de Morés|P5017800C|C/ Avda. Francisca Gil, 8|50240|50177|976826031|||mores@dpz.es|50|2|13|Avda. Francisca Gil, 8|CL
Ayuntamiento de Sediles|P5024500J|Plaza Rivera 1|50334|50242|976892717|976892717|www.sediles.es|sediles@dpz.es|50|2|13|Rivera|PL
Ayuntamiento de Sos del Rey Católico|P5025100H|C/ Pza. de la Viulla, 1|50680|50248|948888065||www.sosdelreycatolico.com|sconde@sosdelreycatolico.com|50|2|13|Pza. de la Viulla, 1|CL
Ayuntamiento de Talamantes|P5025300D|C/ Hnos. Romanos, s/n|50546|50250|976860502|||talamant@dpz.es|50|2|13|Hnos. Romanos, s/n|CL
Ayuntamiento de Villadoz|P5028800J|C/ Pza. Capella, 2|50490|50283|976807071|||villadoz@dpz.es|50|2|13|Pza. Capella, 2|CL
Mc. Serv. Unión Manchuela|P5203401D|Plaza Mayor 1|2260|2034|967472288|967472043|||2|8|17|Mayor|PL
O. Gest. Tributaria|P5800016G|Carrer TRAVESSERA DE LES CORTS 131-159|8028|8019|934022700|934022646|www.orgt.diba.es|orgt@diba.cat|8|9|14|TRAVESSERA DE LES CORTS|CL
C. Gestio Residus del Vallès Oriental|P5809509B|C/ Camí Ral s/n|8401|8096|938708579|938601669|www.cresidusvo.cat|cresidusvo@cresidusvo.cat|8|9|17|Camí Ral|CL
Mc. La Riojilla Burgalesa|P5931701F|C/ Mayor 24|9259|9307|947588078|947588078|||9|7|17|Mayor|CL
Ayuntamiento de Alagón del Río|P6007701C|Plaza de los Ríos 6|10690||927454045||http://www.alagondelrio.es|secretaria@alagondelrio.es|10|11|13|de los Ríos|PL
Mc. Cm. La Janda|P6102301F|C/ San Juan 12|11170|11023|956412450|956410003|www.comarcalajanda.org|info@mancomunidadlajanda.org|11|1|17|San Juan|CL
Mc. Serv. Cabañeros|P6304901I|C/ Real s/n|13110|13049|926775367|926775108||mancocaba@terra.es|13|8|17|Real|CL
Mc. La Cabrera|P7411804C|C/ Adolfo Suarez s/n|24745|24067|987054009||||24|7|17|Adolfo Suarez|CL
'''''''Cm. l''''''''Alta Ribagorca'''''''|P7500013C|Avda. Victoriano Muñoz 48|48||973690353|973690575|http://altaribagorca.ddl.net|consell@ccar.ddl.net|25|9|17|Victoriano Muñoz|AV
'''''''C. Gest. Residus Urbans del l''''''''Urgell'''''''|P7527201C|Carrer Agoders, 16|25300|25217|973500707|973500666||gerencia@urgell.ddl.net|25|9|17|Agoders,|CL
Mc. Ribera Alta|P9600005D|Carrer Taronger 116|46600|46017|962414142|962414172|www.manra.org|intervencio@manra.org|46|10|17|Taronger|CL
O. Aut. Txorierriko Udal Euskaltegia|P9803202B|Plaza Herriko 3|48160|48901|||||48|16|13|Herriko|PL
Mc. Servicios Garachico-El Tanque|Q3800488C|Plaza La Libertad 1|38450|38015|922830000|922831301||intervencion@eltanque.es|38|5|17|La Libertad|PL
Mc. Integral de MunicipiosValle del Alagón|V10013951|Plaza de España 1|10813|10152|927448250|927448074|//www. mancomunidadvalledelalagon.es|secretaria@mancomunidadvalledelalagon.es|10|11|17|de España|PL
Mc. Integral MunicipiosVilluercas-Ibores-Jara|V10174829|Plaza España 1|10120|10109|927360022|927360796||administracion@villuercasiboresjara.es|10|11|17|España|PL
'''''''Mc. Intermunicipal Conca de l''''''''Onyar'''''''|V17887936|Plaça Ajuntament 1|17457|17150|972478899|972477375|||17|9|17|Ajuntament|PL
Urola Garaiko Garapenerako Agentzia S.A.|A20498457|C/ Patricio Etxeberria 3-Entrep|20230|20051|943725829|943725832|www.uggasa.eus|uggasa@uggasa.eus|20|16|17|Patricio Etxeberria|CL
E. M. Recaudación Los Barrios, S.L.|B11504503|Plaza de la Iglesia 1|11370|11008|956582500|956622424|||11|1|13|de la Iglesia|PL
'''''''Recollida Residus d''''''''Osona'''''''|B61169769|'''''''C/ HISTORIADOR RAMON D''''''''ABADAL I DE VINYALS 5'''''''|8500|8298|938832212||||8|9|17|'HISTORIADOR RAMON D''ABADAL I DE VINYALS'|CL
Cuadrilla de Campezo-Montaña Alavesa/Kanpezuko-Arabako Mendialdeko Kua|G01109651|Ctra. Vitoria-Estella 1|1110||945405424||||1|16|17|Vitoria-Estella|CR
Mc. Serv. El Quijote|G13275532|Plaza de España 1|13248|13010|926356806|926356844|||13|8|17|de España|PL
Mc. Alto Araxes|G31201775|Casa Concejil|31891||948513046|948513087|||31|15|17|Casa Concejil|CL
Mc. Serv. Río Guajaraz|G45029824|Plaza de la Constitución 1|45112|45023|925393055|925393360|||45|8|17|de la Constitución|PL
'''''''Mc. Abast. d''''''''Aigua Planta d''''''''Abrera'''''''|G60388824|'''''''Plaça de l''''''''Ajuntament 1'''''''|8292|8076|937771801|937775904|||8|9|17|'de l''Ajuntament'|PL
Mc. Oscos-Eo|G74035981|C/ Camilo Barcia Trelles 10, bajo|33770|33074|985476509|985476511|www.oscos-eo.net||33|3|17|Camilo Barcia Trelles|CL
Mc. Interm. Castielfabib y Torrebaja|G96329891|Ayuntamiento de Castielfabib|46141|46092|978783100|978783129|||46|10|17|Ayuntamiento de Castielfabib|CL
Diputación Foral de Araba/Álava|P0100000I|Plaza de la Provincia s/n|1001|1059|945181818|945181754|www.alava.net|infcontabilidad@araba.eus|1|16|14|de la Provincia|PL
Ayuntamiento de San Millán/Donemiliaga|P0105900E|C/ Andía 9|1208||945300472|945312081||asanmillan.anunci@ayto.alava.net|1|16|13|Andía|CL
Ayuntamiento de Salobre|P0207000A|Plaza Tierno Galván 1|2316|2070|967382002|967382100||salobre@dipualba.es|2|8|13|Tierno Galván|PL
Ayuntamiento de Villavaliente|P0208300D|C/ Trece de Diciembre 6|2154|2083|967401433|967401413||villavaliente@dipualba.es|2|8|13|Trece de Diciembre|CL
'''''''Mc. l''''''''Alcoià i el Comtat'''''''|P0300075I|'''''''Plaça d''''''''Espanya 1'''''''|3801|3009|965549354|965549354|www.lamancomunitat.org|info@lamancomunitat.org|3|10|17|'d''Espanya'|PL
Ayuntamiento de Fageca|P0306700F|C/ Salamanca 2|3813|3067|965518002|||fachjuve@dip-alilcante.es|3|10|13|Salamanca|CL
Ayuntamiento de Torrevieja|P0313300F|Plaza Constitución 1|3180|3133|965710861||www.torrevieja.es|dalbaladejo@torrevieja.eu|3|10|13|Constitución|PL
Ayuntamiento de Chercos|P0403600J|Plaza de la Libertad 1|4859|4036|950122501|950122544||chercos036@gmail.com|4|1|13|de la Libertad|PL
Ayuntamiento de Turrillas|P0409400I|Avda. Rafael Monerreal 1|4211|4094|950364415|950364123|//www.turrillas.es|argarcia@turrillas.es|4|1|13|Rafael Monerreal|AV
Mc. Cm. Madrigal de las Altas Torres|P0500003I|C/ Larga 12|5298|5117|920321311|||ayuntamientomamblas@telefonica.net|5|7|17|Larga|CL
Ayuntamiento de Aldeanueva de Santa Cruz|P0500700J|C/ C/ CONVENTO S/N|5582|5007|920344001||www.aldeanuevadesantacruz.com|secretaria@aldeanuevadesantacruz.com|5|7|13|C/ CONVENTO S/N|CL
Ayuntamiento de Bernuy-Zapardiel|P0502900D|C/ CL. JULIAN BAÑEZ, 1|5212|5029|920303039||||5|7|13|CL. JULIAN BAÑEZ, 1|CL
Ayuntamiento de Brabos|P0503900C|C/ CAMINO SAN MARTIR 7|5357|5039|920239303|||aytobrabos@hotmail.com|5|7|13|CAMINO SAN MARTIR|CL
Ayuntamiento de Casas del Puerto|P0505200F|Bº Casas del Puerto sn|5570|5052|920231219|||acorral.abogados@gmail.com|5|7|13|Casas del Puerto|CL
Ayuntamiento de Casillas|P0505500I|Plaza ESPAÑA, 1|5428|5055|918667115||www.casillas.es|secretaria@casillas.es|5|7|13|ESPAÑA,|PL
Ayuntamiento de Donvidas|P0507000H|C/ CL. CALZADA, 12|5215|5070|920306226|||ayuntamientodonvidas@hotmail.com|5|7|13|CL. CALZADA,|CL
Ayuntamiento de Hernansancho|P0509200B|Plaza Sol 1|5164|5092|920261002|920261002||ayuntamientohernansancho@gmail.com|5|7|13|Sol|PL
Ayuntamiento de Hurtumpascual|P0510700H|C/ PLAZA DE LA CONSTITUCION 1|5147|5107|920254753||||5|7|13|PLAZA DE LA CONSTITUCION 1|CL
Ayuntamiento de Riofrío|P0519500C|C/ PZA. DE ESPAÑA 5|5190|5195|920268011|||auxiliar.ayuntamientoriofrio@gmail.com|5|7|13|PZA. DE ESPAÑA|CL
