+0000000000005146                                      31                   2                                                                      CONSTRUCCIONES SAMANIEGO, S.L.                                                                                                                                                                                                                          02           B31114291                                                                                                                                                                                                                                                    CRUCES                                                   maika@samaniego.com+00031230                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005147                                       9                   2                                                                                     VELCAHOGAR S.L.                                                                                                                                                                                                                          02           B09250119                                                                                                                                                                                                                                   REGINO SAINZ DE LA MAZA                                          alvarovelasco@velcahogar.com+00009004                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005148                                      28                   2                                                                                    LA CAMBRIJA S.A.                                                                                                                                                                                                                          02           A28327195                                                                                                                                                                                                                                                   PANTOJA           914169395                         enriqueangulo@cambrija.es+00028002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005149                                                           2                                                                        REDIFINCAS RESIDENCIAL, S.L.                                                                                                                                                                                                                          02           B26412692                                                                                                                                                                                                                                               JORGE VIGON           941582000                            eduardo@redifincas.com+00026003                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005150                                       8                   2                                                                                      PRONEG 2000 SL                                                                                                                                                                                                                          02           B07259419                                                                                                                                                                                                                                               JOAN D'ALOS                                                 jfeliu@proneg2000.com+00008034                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005151                                      46                   2                                                                         HABITATGES ALGINET S COOP V                                                                                                                                                                                                                          02           F97907463                                                                                                                                                                                                                                            ARQUTECTO MORA           963937943                  vmontejano@habitatdequalitat.com+00046010                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005152                                      46                   2                                                                          CONSTRUCCIONES PRO-ALBA SL                                                                                                                                                                                                                          02           B46559795                                                                                                                                                                                                                                       PADRE CARLOS FERRIS           961268944                               proalba@proalba.com+00046470                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005153                                      28                   2                                                                                IMASQU PROMOTORA S.A                                                                                                                                                                                                                          02           A81917171                                                                                                                                                                                                                                          JAVIER DE MIGUEL           917570380                      alcala@alcalaconsultores.com+00028018                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005154                                       5                   2                                                                            PROMOCIONES GONTOFMAR SL                                                                                                                                                                                                                          02           B05178777                                                                                                                                                                                                                                                    ERMITA                                        promocionesgontofmar@gmail.com+00005100                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005155                                      45                   2                                                             CONSTRUCCIONES Y PROMOCIONES TACHINI SL                                                                                                                                                                                                                          02           B45549359                                                                                                                                                                                                                                              SAN CLEMENTE                                                    sgonzalb@gmail.com+00045600                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005156                                      46                   2                                                                                    TELICO URBANA SL                                                                                                                                                                                                                          02           B97570782                                                                                                                                                                                                                                      FERMI GONZALEZ MORON                                                jvfznavernia@gmail.com+00046430                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005157                                                           2                                                                   CONSTRUCCIONES VALLE IREGUA, S.L.                                                                                                                                                                                                                          02           B26335596                                                                                                                                                                                                                                                 VALLE OJA                                           valleiregua@valleiregua.com+00026140                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005158                                      46                   2                                                                   PROMOCIONES CASA DEL PASIEGO S.L.                                                                                                                                                                                                                          02           B97704886                                                                                                                                                                                                                                            DOCTOR MOLINER                                              casadelpasiego@gmail.com+00046010                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005159                                      35                   2                                                                                         ROYAL AS SL                                                                                                                                                                                                                          02           B35492941                                                                                                                                                                                                                                                 LAGUNETAS           928431719                      cristina.gallar@royal-as.com+00035002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005160                                      21                   2                                                                                    PRONOGALES, S.A.                                                                                                                                                                                                                          02           A21109426                                                                                                                                                                                                                                                  SAN JOSE                                             antonioherves@hotmail.com+00021002                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005161                                      28                   2                                                                               LA FAMA INDUSTRIAL SA                                                                                                                                                                                                                          02           A28006195                                                                                                                                                                                                                                                    ATOCHA           915272331                         info@lafamaindustrial.com+00028012                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005162                                      28                   2                                                                                   P.Y C.ARTICA S.L.                                                                                                                                                                                                                          02           B82421223                                                                                                                                                                                                                                                    ORENSE                                       p.rodriguez@grupovillanueva.com+00028020                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005163                                      28                   2                                                            SOLBRISA SA ABRA U.96 SA MARGUIRA SA UTE                                                                                                                                                                                                                          02           U84586411                                                                                                                                                                                                                                                ESPRONCEDA           914459057                             arturopf@marguira.com+00028003                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005164                                      35                   2                                                                                   COSTA ARUCAS S.L.                                                                                                                                                                                                                          02           B35730779                                                                                                                                                                                                                                          OCEANO ATLANTICO           928245240                     rafaelrodriguez98@hotmail.com+00035400                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005165                                      35                   2                                                                          FELIX SANTIAGO MELIAN S.L.                                                                                                                                                                                                                          02           B35418672                                                                                                                                                                                                                                              LOMO GUILLEN           928882100                        bruno.naranjo@grupofsm.com+00035450                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
+0000000000005166                                                           2                                                                                     FUENMEDIANA S.L                                                                                                                                                                                                                          02           B26311969                                                                                                                                                                                                                                                      ERAS                                            marios_lasanta@hotmail.com+00026142                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
